x,y,g
0.08580738893463863,0.7498065559862843,0
0.38795896194446083,0.26792278641399564,1
0.8160691151221917,0.15332673834131036,1
0.24818415458307436,0.8631551364494023,0
0.3174076281302366,0.894870178793028,0
0.5285701565335716,0.8065956559396565,0
0.6085771566500658,0.7151969500086905,0
0.6805150716286552,0.09755081794868947,1
0.353079198518856,0.5878228611971071,1
0.4334553298100369,0.20380605618438297,1
0.4812490581853639,0.875938910522507,0
0.6962280343466365,0.11032401702873756,1
0.024536684932928043,0.3935091352576222,0
0.5015810723861661,0.16715400114817472,1
0.21710903336835932,0.8729111437713715,0
0.7396335705993189,0.11259729597843776,1
0.29764334912510054,0.9257422641101742,0
0.40573922176274935,0.9117561765779343,0
0.09851902350191044,0.6952933165857614,0
0.989213868014294,0.669134235050763,1
0.3632332622082714,0.8489787574168093,0
0.01760151463520271,0.4044985025556441,0
0.6319326000395169,0.5000737444886881,0
0.3987158551007026,0.8473628128659566,0
0.5416511757237661,0.7914131907537294,0
0.950501195787734,0.42229605826065797,1
0.35355608112043496,0.5387073130915659,1
0.1431992029652966,0.7697790106624327,0
0.5130463191993744,0.8693968531192964,0
0.8147756014078185,0.13618598945737323,1
0.641441138686117,0.42699935009331125,0
0.3627236651354444,0.5638946642966167,1
0.1550865297694878,0.8145016493459389,0
0.39236184682188385,0.9349243182263711,0
0.557076574373338,0.8703763928063237,0
0.6471084319691744,0.10103770508965598,1
0.8124734545449084,0.15564554411889026,1
0.0376077120079939,0.43853790665014153,0
0.446909383765259,0.8493101595673406,0
0.07224625845041471,0.6217755450949785,0
0.5770377150226378,0.7373641446020768,0
0.21694791526704765,0.8789109541022935,0
0.7618963527335954,0.10856850986046684,1
0.155597590724861,0.7731835320415152,0
0.14565099803948342,0.7615257364042665,0
0.3601323610103428,0.928871468362287,0
0.4348078489039016,0.8530549033558281,0
0.48406114251171795,0.19229864562658466,1
0.6161426694013699,0.7091035113177117,0
0.8096120026432755,0.12502365432387466,1
0.8477350741275956,0.18675494045352162,1
0.2908665067713999,0.961060172766004,0
0.45103977214447727,0.2368447298491501,1
0.4187321822559149,0.2912995617728799,1
0.25439470816130416,0.9049911673445894,0
0.17922263162397664,0.8167690350247677,0
0.8866162639028998,0.2507884837124411,1
0.3670336061781414,0.9120815327997065,0
0.7711922340981192,0.10337922026704882,1
0.6822247220177614,0.06681726434189039,1
0.8737900574703369,0.23717265470061122,1
0.07631547280000223,0.6760446016106925,0
0.5335186446988976,0.814633766041831,0
0.4879999169058386,0.21241444999936573,1
0.9343831041165267,0.33109743718837176,1
0.2817406098300218,0.8744893135853378,0
0.6634039537645295,0.4436495740708492,0
0.9127030799504794,0.23753742823794843,1
0.061798267828608255,0.587457653276971,0
0.6136640428439101,0.5865411048330499,0
0.4376783729835541,0.8772847931139018,0
0.4827126120403705,0.8838420355379131,0
0.5120154357219405,0.7817675078740675,0
0.10259171586394031,0.6199135900510546,0
0.5408381567027623,0.12134503235707753,1
0.5028694999209999,0.8685910690543961,0
0.48681767698188344,0.9107843834251321,0
0.2483182780316015,0.932325078048579,0
0.6730686520278746,0.11071486827844534,1
0.7078040872577481,0.08794264869118534,1
0.04507711838339412,0.3725021354943514,0
0.7899775554978385,0.13861917076114605,1
0.17576846860162063,0.8513247334754657,0
0.5396158248011296,0.0998033624992003,1
0.34586093421312236,0.38587875379599085,1
0.4812281623406641,0.8758097015113269,0
0.05676479249809979,0.36466707271197396,0
0.5604740172021093,0.8035121925151032,0
0.38419080725242716,0.4282859750342051,1
0.8791902331039012,0.2635519664487441,1
0.5306234804941169,0.8308291487107599,0
0.3830961931701815,0.32652373108372046,1
0.5958224708754267,0.7258133184781345,0
0.02086376142851243,0.38463775904142933,0
0.6549999721057933,0.3800367433346884,0
0.35608296393210337,0.6473776384979824,1
0.793683789851951,0.1620905377667727,1
0.8436715357225044,0.20312727983695578,1
0.35981004338607186,0.5103625616800938,1
0.982871287493697,0.5244027547387414,1
